Active Voters,Total Ballots,Contest Name,Choice Name,Total Votes,Party,Precinct Name
1004,462,City of Boulder Ballot Question No. 301,Against the Measure,290,,2181007821
856,291,City of Boulder Ballot Question No. 301,For the Measure,125,,2181007822
856,291,City of Boulder Ballot Question No. 301,Against the Measure,155,,2181007822
1521,550,City of Boulder Ballot Question No. 301,For the Measure,200,,2181007823
1521,550,City of Boulder Ballot Question No. 301,Against the Measure,322,,2181007823
990,515,City of Boulder Ballot Question No. 301,For the Measure,194,,2181007824
990,515,City of Boulder Ballot Question No. 301,Against the Measure,311,,2181007824
560,341,City of Boulder Ballot Question No. 301,For the Measure,114,,2181007825
560,341,City of Boulder Ballot Question No. 301,Against the Measure,223,,2181007825
744,418,City of Boulder Ballot Question No. 301,For the Measure,150,,2181007826
744,418,City of Boulder Ballot Question No. 301,Against the Measure,263,,2181007826
792,401,City of Boulder Ballot Question No. 301,For the Measure,128,,2181007827
792,401,City of Boulder Ballot Question No. 301,Against the Measure,262,,2181007827
584,227,City of Boulder Ballot Question No. 301,For the Measure,82,,2181007828
584,227,City of Boulder Ballot Question No. 301,Against the Measure,144,,2181007828
657,234,City of Boulder Ballot Question No. 301,For the Measure,77,,2181007829
657,234,City of Boulder Ballot Question No. 301,Against the Measure,144,,2181007829
589,118,City of Boulder Ballot Question No. 301,For the Measure,32,,2181007830
589,118,City of Boulder Ballot Question No. 301,Against the Measure,77,,2181007830
715,191,City of Boulder Ballot Question No. 301,For the Measure,82,,2181007831
715,191,City of Boulder Ballot Question No. 301,Against the Measure,100,,2181007831
288,126,City of Boulder Ballot Question No. 301,For the Measure,31,,2181007832
288,126,City of Boulder Ballot Question No. 301,Against the Measure,92,,2181007832
600,112,City of Boulder Ballot Question No. 301,For the Measure,34,,2181007833
600,112,City of Boulder Ballot Question No. 301,Against the Measure,66,,2181007833
695,24,City of Boulder Ballot Question No. 301,For the Measure,9,,2181007834
695,24,City of Boulder Ballot Question No. 301,Against the Measure,15,,2181007834
401,38,City of Boulder Ballot Question No. 301,For the Measure,14,,2181007835
401,38,City of Boulder Ballot Question No. 301,Against the Measure,21,,2181007835
465,196,City of Boulder Ballot Question No. 301,For the Measure,66,,2181007836
465,196,City of Boulder Ballot Question No. 301,Against the Measure,123,,2181007836
713,159,City of Boulder Ballot Question No. 301,For the Measure,68,,2181007837
713,159,City of Boulder Ballot Question No. 301,Against the Measure,85,,2181007837
384,97,City of Boulder Ballot Question No. 301,For the Measure,38,,2181007838
384,97,City of Boulder Ballot Question No. 301,Against the Measure,54,,2181007838
578,340,City of Boulder Ballot Question No. 301,For the Measure,141,,2181007839
578,340,City of Boulder Ballot Question No. 301,Against the Measure,195,,2181007839
540,281,City of Boulder Ballot Question No. 301,For the Measure,103,,2181007840
540,281,City of Boulder Ballot Question No. 301,Against the Measure,169,,2181007840
695,390,City of Boulder Ballot Question No. 301,For the Measure,147,,2181007841
695,390,City of Boulder Ballot Question No. 301,Against the Measure,239,,2181007841
923,531,City of Boulder Ballot Question No. 301,For the Measure,225,,2181007842
923,531,City of Boulder Ballot Question No. 301,Against the Measure,297,,2181007842
1179,713,City of Boulder Ballot Question No. 301,For the Measure,242,,2181007843
1179,713,City of Boulder Ballot Question No. 301,Against the Measure,460,,2181007843
671,337,City of Boulder Ballot Question No. 301,For the Measure,127,,2181007844
671,337,City of Boulder Ballot Question No. 301,Against the Measure,202,,2181007844
792,307,City of Boulder Ballot Question No. 301,For the Measure,134,,2181007845
792,307,City of Boulder Ballot Question No. 301,Against the Measure,164,,2181007845
949,236,City of Boulder Ballot Question No. 301,For the Measure,99,,2181007846
949,236,City of Boulder Ballot Question No. 301,Against the Measure,115,,2181007846
575,86,City of Boulder Ballot Question No. 301,For the Measure,26,,2181007847
575,86,City of Boulder Ballot Question No. 301,Against the Measure,56,,2181007847
617,241,City of Boulder Ballot Question No. 301,For the Measure,93,,2181007848
617,241,City of Boulder Ballot Question No. 301,Against the Measure,138,,2181007848
658,38,City of Boulder Ballot Question No. 301,For the Measure,14,,2181007849
658,38,City of Boulder Ballot Question No. 301,Against the Measure,22,,2181007849
637,420,City of Boulder Ballot Question No. 301,For the Measure,163,,2181007850
637,420,City of Boulder Ballot Question No. 301,Against the Measure,247,,2181007850
851,444,City of Boulder Ballot Question No. 301,For the Measure,159,,2181007851
851,444,City of Boulder Ballot Question No. 301,Against the Measure,274,,2181007851
1043,450,City of Boulder Ballot Question No. 301,For the Measure,207,,2181007852
1043,450,City of Boulder Ballot Question No. 301,Against the Measure,232,,2181007852
809,349,City of Boulder Ballot Question No. 301,For the Measure,99,,2181007853
809,349,City of Boulder Ballot Question No. 301,Against the Measure,238,,2181007853
876,342,City of Boulder Ballot Question No. 301,For the Measure,150,,2181307854
876,342,City of Boulder Ballot Question No. 301,Against the Measure,179,,2181307854
718,275,City of Boulder Ballot Question No. 301,For the Measure,108,,2181307855
718,275,City of Boulder Ballot Question No. 301,Against the Measure,157,,2181307855
563,269,City of Boulder Ballot Question No. 301,For the Measure,93,,2181307856
563,269,City of Boulder Ballot Question No. 301,Against the Measure,173,,2181307856
818,457,City of Boulder Ballot Question No. 301,For the Measure,169,,2181307857
818,457,City of Boulder Ballot Question No. 301,Against the Measure,278,,2181307857
886,553,City of Boulder Ballot Question No. 301,For the Measure,231,,2181307858
886,553,City of Boulder Ballot Question No. 301,Against the Measure,307,,2181307858
812,513,City of Boulder Ballot Question No. 301,For the Measure,184,,2181307859
812,513,City of Boulder Ballot Question No. 301,Against the Measure,315,,2181307859
638,407,City of Boulder Ballot Question No. 301,For the Measure,160,,2181307860
638,407,City of Boulder Ballot Question No. 301,Against the Measure,239,,2181307860
602,353,City of Boulder Ballot Question No. 301,For the Measure,152,,2181307861
602,353,City of Boulder Ballot Question No. 301,Against the Measure,193,,2181307861
625,387,City of Boulder Ballot Question No. 301,For the Measure,153,,2181307862
625,387,City of Boulder Ballot Question No. 301,Against the Measure,222,,2181307862
725,454,City of Boulder Ballot Question No. 301,For the Measure,171,,2181307863
725,454,City of Boulder Ballot Question No. 301,Against the Measure,277,,2181307863
618,390,City of Boulder Ballot Question No. 301,For the Measure,156,,2181307864
618,390,City of Boulder Ballot Question No. 301,Against the Measure,225,,2181307864
576,253,City of Boulder Ballot Question No. 301,For the Measure,89,,2181307865
576,253,City of Boulder Ballot Question No. 301,Against the Measure,153,,2181307865
794,434,City of Boulder Ballot Question No. 301,For the Measure,185,,2181307866
794,434,City of Boulder Ballot Question No. 301,Against the Measure,239,,2181307866
679,307,City of Boulder Ballot Question No. 301,For the Measure,132,,2181307867
679,307,City of Boulder Ballot Question No. 301,Against the Measure,168,,2181307867
855,559,City of Boulder Ballot Question No. 301,For the Measure,227,,2181307868
855,559,City of Boulder Ballot Question No. 301,Against the Measure,319,,2181307868
540,324,City of Boulder Ballot Question No. 301,For the Measure,124,,2181307869
540,324,City of Boulder Ballot Question No. 301,Against the Measure,196,,2181307869
631,235,City of Boulder Ballot Question No. 301,For the Measure,122,,2181307870
631,235,City of Boulder Ballot Question No. 301,Against the Measure,104,,2181307870
720,329,City of Boulder Ballot Question No. 301,For the Measure,178,,2181307871
720,329,City of Boulder Ballot Question No. 301,Against the Measure,145,,2181307871
662,144,City of Boulder Ballot Question No. 301,For the Measure,55,,2181307872
662,144,City of Boulder Ballot Question No. 301,Against the Measure,88,,2181307872
439,299,City of Boulder Ballot Question No. 301,For the Measure,92,,2181307873
439,299,City of Boulder Ballot Question No. 301,Against the Measure,203,,2181307873
967,538,City of Boulder Ballot Question No. 301,For the Measure,135,,2181307874
967,538,City of Boulder Ballot Question No. 301,Against the Measure,392,,2181307874
470,63,City of Boulder Ballot Question No. 301,For the Measure,32,,2181307875
470,63,City of Boulder Ballot Question No. 301,Against the Measure,28,,2181307875
474,38,City of Boulder Ballot Question No. 301,For the Measure,8,,2181307876
474,38,City of Boulder Ballot Question No. 301,Against the Measure,24,,2181307876
668,319,City of Boulder Ballot Question No. 301,For the Measure,111,,2181307877
668,319,City of Boulder Ballot Question No. 301,Against the Measure,204,,2181307877
577,235,City of Boulder Ballot Question No. 301,For the Measure,93,,2181307878
577,235,City of Boulder Ballot Question No. 301,Against the Measure,137,,2181307878
603,217,City of Boulder Ballot Question No. 301,For the Measure,70,,2181307879
603,217,City of Boulder Ballot Question No. 301,Against the Measure,141,,2181307879
660,97,City of Boulder Ballot Question No. 301,For the Measure,57,,2181307880
660,97,City of Boulder Ballot Question No. 301,Against the Measure,31,,2181307880
563,277,City of Boulder Ballot Question No. 301,For the Measure,107,,2181307881
563,277,City of Boulder Ballot Question No. 301,Against the Measure,162,,2181307881
621,380,City of Boulder Ballot Question No. 301,For the Measure,139,,2181307882
621,380,City of Boulder Ballot Question No. 301,Against the Measure,240,,2181307882
741,405,City of Boulder Ballot Question No. 301,For the Measure,149,,2181307883
741,405,City of Boulder Ballot Question No. 301,Against the Measure,249,,2181307883
830,338,City of Boulder Ballot Question No. 301,For the Measure,119,,2181307884
830,338,City of Boulder Ballot Question No. 301,Against the Measure,209,,2181307884
558,300,City of Boulder Ballot Question No. 301,For the Measure,118,,2181307885
558,300,City of Boulder Ballot Question No. 301,Against the Measure,173,,2181307885
774,466,City of Boulder Ballot Question No. 301,For the Measure,133,,2181307886
774,466,City of Boulder Ballot Question No. 301,Against the Measure,323,,2181307886
946,583,City of Boulder Ballot Question No. 301,For the Measure,175,,2181307887
946,583,City of Boulder Ballot Question No. 301,Against the Measure,402,,2181307887
824,542,City of Boulder Ballot Question No. 301,For the Measure,201,,2181307888
824,542,City of Boulder Ballot Question No. 301,Against the Measure,336,,2181307888
1064,464,City of Lafayette Ballot Question No. 2J,Yes,100,,2171207300
1064,464,City of Lafayette Ballot Question No. 2J,No,346,,2171207300
1548,558,City of Lafayette Ballot Question No. 2J,Yes,151,,2171207301
1548,558,City of Lafayette Ballot Question No. 2J,No,385,,2171207301
994,412,City of Lafayette Ballot Question No. 2J,Yes,114,,2171207302
994,412,City of Lafayette Ballot Question No. 2J,No,283,,2171207302
793,278,City of Lafayette Ballot Question No. 2J,Yes,66,,2171207303
793,278,City of Lafayette Ballot Question No. 2J,No,201,,2171207303
838,395,City of Lafayette Ballot Question No. 2J,Yes,103,,2171207304
838,395,City of Lafayette Ballot Question No. 2J,No,281,,2171207304
1020,383,City of Lafayette Ballot Question No. 2J,Yes,98,,2171207305
1020,383,City of Lafayette Ballot Question No. 2J,No,268,,2171207305
1026,438,City of Lafayette Ballot Question No. 2J,Yes,131,,2171207306
1026,438,City of Lafayette Ballot Question No. 2J,No,294,,2171207306
841,281,City of Lafayette Ballot Question No. 2J,Yes,80,,2171207307
841,281,City of Lafayette Ballot Question No. 2J,No,190,,2171207307
827,381,City of Lafayette Ballot Question No. 2J,Yes,101,,2171207308
827,381,City of Lafayette Ballot Question No. 2J,No,266,,2171207308
1067,530,City of Lafayette Ballot Question No. 2J,Yes,134,,2171207309
1067,530,City of Lafayette Ballot Question No. 2J,No,369,,2171207309
1198,534,City of Lafayette Ballot Question No. 2J,Yes,142,,2171207310
1198,534,City of Lafayette Ballot Question No. 2J,No,378,,2171207310
772,337,City of Lafayette Ballot Question No. 2J,Yes,83,,2171207311
772,337,City of Lafayette Ballot Question No. 2J,No,238,,2171207311
879,436,City of Lafayette Ballot Question No. 2J,Yes,89,,2171207312
879,436,City of Lafayette Ballot Question No. 2J,No,332,,2171207312
1166,534,City of Lafayette Ballot Question No. 2J,Yes,113,,2171207313
1166,534,City of Lafayette Ballot Question No. 2J,No,393,,2171207313
1026,445,City of Lafayette Ballot Question No. 2J,Yes,101,,2171207314
1026,445,City of Lafayette Ballot Question No. 2J,No,318,,2171207314
703,262,City of Lafayette Ballot Question No. 2J,Yes,56,,2171207315
703,262,City of Lafayette Ballot Question No. 2J,No,199,,2171207315
962,432,City of Lafayette Ballot Question No. 2J,Yes,86,,2171207316
962,432,City of Lafayette Ballot Question No. 2J,No,324,,2171207316
1064,464,City of Lafayette Ballot Question No. 2K,Yes,283,,2171207300
1064,464,City of Lafayette Ballot Question No. 2K,No,161,,2171207300
1548,558,City of Lafayette Ballot Question No. 2K,Yes,403,,2171207301
1548,558,City of Lafayette Ballot Question No. 2K,No,135,,2171207301
994,412,City of Lafayette Ballot Question No. 2K,Yes,268,,2171207302
994,412,City of Lafayette Ballot Question No. 2K,No,125,,2171207302
793,278,City of Lafayette Ballot Question No. 2K,Yes,192,,2171207303
793,278,City of Lafayette Ballot Question No. 2K,No,75,,2171207303
838,395,City of Lafayette Ballot Question No. 2K,Yes,272,,2171207304
838,395,City of Lafayette Ballot Question No. 2K,No,104,,2171207304
1020,383,City of Lafayette Ballot Question No. 2K,Yes,264,,2171207305
1020,383,City of Lafayette Ballot Question No. 2K,No,98,,2171207305
1026,438,City of Lafayette Ballot Question No. 2K,Yes,302,,2171207306
1026,438,City of Lafayette Ballot Question No. 2K,No,122,,2171207306
841,281,City of Lafayette Ballot Question No. 2K,Yes,210,,2171207307
841,281,City of Lafayette Ballot Question No. 2K,No,62,,2171207307
827,381,City of Lafayette Ballot Question No. 2K,Yes,272,,2171207308
827,381,City of Lafayette Ballot Question No. 2K,No,93,,2171207308
1067,530,City of Lafayette Ballot Question No. 2K,Yes,370,,2171207309
1067,530,City of Lafayette Ballot Question No. 2K,No,148,,2171207309
1198,534,City of Lafayette Ballot Question No. 2K,Yes,366,,2171207310
1198,534,City of Lafayette Ballot Question No. 2K,No,140,,2171207310
772,337,City of Lafayette Ballot Question No. 2K,Yes,251,,2171207311
772,337,City of Lafayette Ballot Question No. 2K,No,72,,2171207311
879,436,City of Lafayette Ballot Question No. 2K,Yes,212,,2171207312
879,436,City of Lafayette Ballot Question No. 2K,No,198,,2171207312
1166,534,City of Lafayette Ballot Question No. 2K,Yes,328,,2171207313
1166,534,City of Lafayette Ballot Question No. 2K,No,173,,2171207313
1026,445,City of Lafayette Ballot Question No. 2K,Yes,277,,2171207314
1026,445,City of Lafayette Ballot Question No. 2K,No,137,,2171207314
703,262,City of Lafayette Ballot Question No. 2K,Yes,158,,2171207315
703,262,City of Lafayette Ballot Question No. 2K,No,90,,2171207315
962,432,City of Lafayette Ballot Question No. 2K,Yes,212,,2171207316
962,432,City of Lafayette Ballot Question No. 2K,No,187,,2171207316
1413,664,City of Longmont Ballot Question 2D,Yes,462,,4171207600
1413,664,City of Longmont Ballot Question 2D,No,125,,4171207600
1307,635,City of Longmont Ballot Question 2D,Yes,425,,4171207601
1307,635,City of Longmont Ballot Question 2D,No,137,,4171207601
714,297,City of Longmont Ballot Question 2D,Yes,180,,4171207602
714,297,City of Longmont Ballot Question 2D,No,78,,4171207602
1200,544,City of Longmont Ballot Question 2D,Yes,348,,4171207603
1200,544,City of Longmont Ballot Question 2D,No,119,,4171207603
927,475,City of Longmont Ballot Question 2D,Yes,290,,4171207604
927,475,City of Longmont Ballot Question 2D,No,120,,4171207604
978,314,City of Longmont Ballot Question 2D,Yes,191,,4171207605
978,314,City of Longmont Ballot Question 2D,No,65,,4171207605
708,289,City of Longmont Ballot Question 2D,Yes,168,,4171207606
708,289,City of Longmont Ballot Question 2D,No,88,,4171207606
921,407,City of Longmont Ballot Question 2D,Yes,264,,4171207607
921,407,City of Longmont Ballot Question 2D,No,98,,4171207607
843,261,City of Longmont Ballot Question 2D,Yes,160,,4171207608
843,261,City of Longmont Ballot Question 2D,No,87,,4171207608
452,98,City of Longmont Ballot Question 2D,Yes,55,,4171207609
452,98,City of Longmont Ballot Question 2D,No,38,,4171207609
1252,420,City of Longmont Ballot Question 2D,Yes,266,,4171207610
1252,420,City of Longmont Ballot Question 2D,No,106,,4171207610
921,367,City of Longmont Ballot Question 2D,Yes,249,,4171207611
921,367,City of Longmont Ballot Question 2D,No,97,,4171207611
846,368,City of Longmont Ballot Question 2D,Yes,241,,4171207612
846,368,City of Longmont Ballot Question 2D,No,94,,4171207612
796,354,City of Longmont Ballot Question 2D,Yes,227,,4171207613
796,354,City of Longmont Ballot Question 2D,No,100,,4171207613
1242,598,City of Longmont Ballot Question 2D,Yes,403,,4171207614
1242,598,City of Longmont Ballot Question 2D,No,114,,4171207614
762,350,City of Longmont Ballot Question 2D,Yes,235,,4171207615
762,350,City of Longmont Ballot Question 2D,No,73,,4171207615
1019,454,City of Longmont Ballot Question 2D,Yes,311,,4171107616
1019,454,City of Longmont Ballot Question 2D,No,85,,4171107616
1612,660,City of Longmont Ballot Question 2D,Yes,460,,4171107617
1612,660,City of Longmont Ballot Question 2D,No,119,,4171107617
1259,558,City of Longmont Ballot Question 2D,Yes,384,,4171107618
1259,558,City of Longmont Ballot Question 2D,No,97,,4171107618
1280,381,City of Longmont Ballot Question 2D,Yes,253,,4171107619
1280,381,City of Longmont Ballot Question 2D,No,76,,4171107619
1084,456,City of Longmont Ballot Question 2D,Yes,312,,4171107620
1084,456,City of Longmont Ballot Question 2D,No,84,,4171107620
936,458,City of Longmont Ballot Question 2D,Yes,307,,4171107621
936,458,City of Longmont Ballot Question 2D,No,108,,4171107621
648,267,City of Longmont Ballot Question 2D,Yes,156,,4171107622
648,267,City of Longmont Ballot Question 2D,No,79,,4171107622
1062,454,City of Longmont Ballot Question 2D,Yes,264,,4171107623
1062,454,City of Longmont Ballot Question 2D,No,125,,4171107623
767,403,City of Longmont Ballot Question 2D,Yes,258,,4171107624
767,403,City of Longmont Ballot Question 2D,No,86,,4171107624
771,434,City of Longmont Ballot Question 2D,Yes,283,,4171107625
771,434,City of Longmont Ballot Question 2D,No,86,,4171107625
982,515,City of Longmont Ballot Question 2D,Yes,328,,4171107626
982,515,City of Longmont Ballot Question 2D,No,133,,4171107626
682,263,City of Longmont Ballot Question 2D,Yes,173,,4171107627
682,263,City of Longmont Ballot Question 2D,No,68,,4171107627
802,401,City of Longmont Ballot Question 2D,Yes,276,,4171107628
802,401,City of Longmont Ballot Question 2D,No,85,,4171107628
551,224,City of Longmont Ballot Question 2D,Yes,147,,4171107629
551,224,City of Longmont Ballot Question 2D,No,49,,4171107629
817,327,City of Longmont Ballot Question 2D,Yes,203,,4171107630
817,327,City of Longmont Ballot Question 2D,No,90,,4171107630
572,210,City of Longmont Ballot Question 2D,Yes,141,,4171107631
572,210,City of Longmont Ballot Question 2D,No,56,,4171107631
1126,478,City of Longmont Ballot Question 2D,Yes,310,,4171107632
1126,478,City of Longmont Ballot Question 2D,No,119,,4171107632
782,242,City of Longmont Ballot Question 2D,Yes,144,,4171107633
782,242,City of Longmont Ballot Question 2D,No,75,,4171107633
708,317,City of Longmont Ballot Question 2D,Yes,208,,4171107634
708,317,City of Longmont Ballot Question 2D,No,93,,4171107634
768,406,City of Longmont Ballot Question 2D,Yes,268,,4171107635
768,406,City of Longmont Ballot Question 2D,No,106,,4171107635
1064,562,City of Longmont Ballot Question 2D,Yes,384,,4171107636
1064,562,City of Longmont Ballot Question 2D,No,127,,4171107636
1145,516,City of Longmont Ballot Question 2D,Yes,352,,4171107637
1145,516,City of Longmont Ballot Question 2D,No,112,,4171107637
948,596,City of Longmont Ballot Question 2D,Yes,424,,4171107638
948,596,City of Longmont Ballot Question 2D,No,125,,4171107638
864,508,City of Longmont Ballot Question 2D,Yes,310,,4171107639
864,508,City of Longmont Ballot Question 2D,No,137,,4171107639
813,414,City of Longmont Ballot Question 2D,Yes,287,,4171107640
813,414,City of Longmont Ballot Question 2D,No,86,,4171107640
772,341,City of Longmont Ballot Question 2D,Yes,234,,4171107641
772,341,City of Longmont Ballot Question 2D,No,81,,4171107641
1059,420,City of Longmont Ballot Question 2D,Yes,286,,4171107642
1059,420,City of Longmont Ballot Question 2D,No,97,,4171107642
714,278,City of Longmont Ballot Question 2D,Yes,191,,4171107643
714,278,City of Longmont Ballot Question 2D,No,55,,4171107643
754,223,City of Longmont Ballot Question 2D,Yes,143,,4171107644
754,223,City of Longmont Ballot Question 2D,No,68,,4171107644
813,373,City of Longmont Ballot Question 2D,Yes,237,,4171107645
813,373,City of Longmont Ballot Question 2D,No,97,,4171107645
859,385,City of Longmont Ballot Question 2D,Yes,268,,4171107646
859,385,City of Longmont Ballot Question 2D,No,69,,4171107646
1101,519,City of Longmont Ballot Question 2D,Yes,350,,4171107647
1101,519,City of Longmont Ballot Question 2D,No,119,,4171107647
893,386,City of Longmont Ballot Question 2D,Yes,248,,4171107648
893,386,City of Longmont Ballot Question 2D,No,106,,4171107648
671,245,City of Longmont Ballot Question 2D,Yes,150,,4171107649
671,245,City of Longmont Ballot Question 2D,No,81,,4171107649
732,285,City of Longmont Ballot Question 2D,Yes,182,,4171107650
732,285,City of Longmont Ballot Question 2D,No,79,,4171107650
930,390,City of Longmont Ballot Question 2D,Yes,251,,4171107651
930,390,City of Longmont Ballot Question 2D,No,114,,4171107651
907,326,City of Longmont Ballot Question 2D,Yes,206,,4171107652
907,326,City of Longmont Ballot Question 2D,No,86,,4171107652
693,396,City of Longmont Ballot Question 2D,Yes,256,,4171107653
693,396,City of Longmont Ballot Question 2D,No,106,,4171107653
1203,533,City of Longmont Ballot Question 2D,Yes,344,,4171107654
1203,533,City of Longmont Ballot Question 2D,No,126,,4171107654
195,122,TOWN OF JAMESTOWN BALLOT ISSUE 2E,YES,75,,2181307914
195,122,TOWN OF JAMESTOWN BALLOT ISSUE 2E,NO,44,,2181307914
195,122,TOWN OF JAMESTOWN BALLOT ISSUE 2F,YES,86,,2181307914
195,122,TOWN OF JAMESTOWN BALLOT ISSUE 2F,NO,33,,2181307914
702,364,TOWN OF LYONS BALLOT ISSUE 2A,YES,229,,2181107917
702,364,TOWN OF LYONS BALLOT ISSUE 2A,NO,135,,2181107917
827,413,TOWN OF LYONS BALLOT ISSUE 2A,YES,263,,2181107918
827,413,TOWN OF LYONS BALLOT ISSUE 2A,NO,148,,2181107918
702,364,TOWN OF LYONS BALLOT ISSUE 2B,YES,227,,2181107917
702,364,TOWN OF LYONS BALLOT ISSUE 2B,NO,136,,2181107917
827,413,TOWN OF LYONS BALLOT ISSUE 2B,YES,275,,2181107918
827,413,TOWN OF LYONS BALLOT ISSUE 2B,NO,138,,2181107918
0,0,TOWN OF NEDERLAND BALLOT ISSUE 2C,YES,0,,2161307902
0,0,TOWN OF NEDERLAND BALLOT ISSUE 2C,NO,0,,2161307902
1053,468,TOWN OF NEDERLAND BALLOT ISSUE 2C,YES,418,,2181307903
1053,468,TOWN OF NEDERLAND BALLOT ISSUE 2C,NO,47,,2181307903
1111,346,Boulder Valley School District RE-2 Ballot Question 3A,Yes,266,,2163307100
1111,346,Boulder Valley School District RE-2 Ballot Question 3A,No,65,,2163307100
1131,338,Boulder Valley School District RE-2 Ballot Question 3A,Yes,265,,2163307101
1131,338,Boulder Valley School District RE-2 Ballot Question 3A,No,62,,2163307101
932,147,Boulder Valley School District RE-2 Ballot Question 3A,Yes,119,,2163307102
932,147,Boulder Valley School District RE-2 Ballot Question 3A,No,25,,2163307102
1039,367,Boulder Valley School District RE-2 Ballot Question 3A,Yes,289,,2163307103
1039,367,Boulder Valley School District RE-2 Ballot Question 3A,No,70,,2163307103
981,321,Boulder Valley School District RE-2 Ballot Question 3A,Yes,252,,2163307104
981,321,Boulder Valley School District RE-2 Ballot Question 3A,No,63,,2163307104
398,96,Boulder Valley School District RE-2 Ballot Question 3A,Yes,79,,2163307105
398,96,Boulder Valley School District RE-2 Ballot Question 3A,No,15,,2163307105
895,319,Boulder Valley School District RE-2 Ballot Question 3A,Yes,257,,2163307106
895,319,Boulder Valley School District RE-2 Ballot Question 3A,No,56,,2163307106
565,150,Boulder Valley School District RE-2 Ballot Question 3A,Yes,112,,2163307107
565,150,Boulder Valley School District RE-2 Ballot Question 3A,No,33,,2163307107
582,299,Boulder Valley School District RE-2 Ballot Question 3A,Yes,241,,2171207200
582,299,Boulder Valley School District RE-2 Ballot Question 3A,No,48,,2171207200
637,327,Boulder Valley School District RE-2 Ballot Question 3A,Yes,257,,2171207201
637,327,Boulder Valley School District RE-2 Ballot Question 3A,No,49,,2171207201
1035,500,Boulder Valley School District RE-2 Ballot Question 3A,Yes,403,,2171207202
1035,500,Boulder Valley School District RE-2 Ballot Question 3A,No,84,,2171207202
954,412,Boulder Valley School District RE-2 Ballot Question 3A,Yes,309,,2171207203
954,412,Boulder Valley School District RE-2 Ballot Question 3A,No,98,,2171207203
948,382,Boulder Valley School District RE-2 Ballot Question 3A,Yes,300,,2171207204
948,382,Boulder Valley School District RE-2 Ballot Question 3A,No,65,,2171207204
911,400,Boulder Valley School District RE-2 Ballot Question 3A,Yes,309,,2171207205
911,400,Boulder Valley School District RE-2 Ballot Question 3A,No,67,,2171207205
518,334,Boulder Valley School District RE-2 Ballot Question 3A,Yes,260,,2171207206
518,334,Boulder Valley School District RE-2 Ballot Question 3A,No,55,,2171207206
891,481,Boulder Valley School District RE-2 Ballot Question 3A,Yes,383,,2171207207
891,481,Boulder Valley School District RE-2 Ballot Question 3A,No,79,,2171207207
1003,462,Boulder Valley School District RE-2 Ballot Question 3A,Yes,376,,2171207208
1003,462,Boulder Valley School District RE-2 Ballot Question 3A,No,65,,2171207208
575,291,Boulder Valley School District RE-2 Ballot Question 3A,Yes,229,,2171207209
575,291,Boulder Valley School District RE-2 Ballot Question 3A,No,54,,2171207209
861,386,Boulder Valley School District RE-2 Ballot Question 3A,Yes,299,,2171207210
861,386,Boulder Valley School District RE-2 Ballot Question 3A,No,68,,2171207210
1041,460,Boulder Valley School District RE-2 Ballot Question 3A,Yes,359,,2171207211
1041,460,Boulder Valley School District RE-2 Ballot Question 3A,No,87,,2171207211
948,443,Boulder Valley School District RE-2 Ballot Question 3A,Yes,357,,2171207212
948,443,Boulder Valley School District RE-2 Ballot Question 3A,No,72,,2171207212
1749,788,Boulder Valley School District RE-2 Ballot Question 3A,Yes,629,,2171207213
1749,788,Boulder Valley School District RE-2 Ballot Question 3A,No,116,,2171207213
1184,563,Boulder Valley School District RE-2 Ballot Question 3A,Yes,446,,2171207214
1184,563,Boulder Valley School District RE-2 Ballot Question 3A,No,102,,2171207214
1106,479,Boulder Valley School District RE-2 Ballot Question 3A,Yes,361,,2171207300
1106,479,Boulder Valley School District RE-2 Ballot Question 3A,No,105,,2171207300
1548,558,Boulder Valley School District RE-2 Ballot Question 3A,Yes,459,,2171207301
1548,558,Boulder Valley School District RE-2 Ballot Question 3A,No,73,,2171207301
994,412,Boulder Valley School District RE-2 Ballot Question 3A,Yes,313,,2171207302
994,412,Boulder Valley School District RE-2 Ballot Question 3A,No,80,,2171207302
793,278,Boulder Valley School District RE-2 Ballot Question 3A,Yes,200,,2171207303
793,278,Boulder Valley School District RE-2 Ballot Question 3A,No,63,,2171207303
838,395,Boulder Valley School District RE-2 Ballot Question 3A,Yes,318,,2171207304
838,395,Boulder Valley School District RE-2 Ballot Question 3A,No,58,,2171207304
1020,383,Boulder Valley School District RE-2 Ballot Question 3A,Yes,293,,2171207305
1020,383,Boulder Valley School District RE-2 Ballot Question 3A,No,77,,2171207305
1026,438,Boulder Valley School District RE-2 Ballot Question 3A,Yes,324,,2171207306
1026,438,Boulder Valley School District RE-2 Ballot Question 3A,No,88,,2171207306
841,281,Boulder Valley School District RE-2 Ballot Question 3A,Yes,200,,2171207307
841,281,Boulder Valley School District RE-2 Ballot Question 3A,No,62,,2171207307
827,381,Boulder Valley School District RE-2 Ballot Question 3A,Yes,294,,2171207308
827,381,Boulder Valley School District RE-2 Ballot Question 3A,No,57,,2171207308
1067,530,Boulder Valley School District RE-2 Ballot Question 3A,Yes,405,,2171207309
1067,530,Boulder Valley School District RE-2 Ballot Question 3A,No,87,,2171207309
1216,540,Boulder Valley School District RE-2 Ballot Question 3A,Yes,444,,2171207310
1216,540,Boulder Valley School District RE-2 Ballot Question 3A,No,70,,2171207310
