Precinct Name,Active Voters,Total Ballots,Contest Name,Choice Name,Total Votes
2171907636,1439.0,759,City of Longmont - Council Member Ward 1,Harrison Earl,171
2171907636,1439.0,759,City of Longmont Municipal Court Judge - Frick,Yes,452
2171907636,1439.0,759,City of Longmont Municipal Court Judge - Frick,No,161
2171907636,1439.0,759,Proposition HH (Statutory),Yes,362
2171907636,1439.0,759,Proposition HH (Statutory),No,387
2171907636,1439.0,759,Proposition II (Statutory),Yes,588
2171907636,1439.0,759,Proposition II (Statutory),No,169
2171907636,1439.0,759,Boulder County Ballot Issue 1A,Yes,545
2171907636,1439.0,759,Boulder County Ballot Issue 1A,No,210
2171907636,1439.0,759,Boulder County Ballot Issue 1B,Yes,463
2171907636,1439.0,759,Boulder County Ballot Issue 1B,No,288
2171907636,1439.0,759,City of Longmont Ballot Issue 3C,Yes,222
2171907636,1439.0,759,City of Longmont Ballot Issue 3C,No,526
2171907636,1439.0,759,City of Longmont Ballot Issue 3D,Yes,221
2171907636,1439.0,759,City of Longmont Ballot Issue 3D,No,530
2171907636,1439.0,759,City of Longmont Ballot Issue 3E,Yes,184
2171907636,1439.0,759,City of Longmont Ballot Issue 3E,No,563
2171907637,1432.0,834,City of Longmont - Mayor,Ethan Augreen,105
2171907637,1432.0,834,City of Longmont - Mayor,Joan Peck,414
2171907637,1432.0,834,City of Longmont - Mayor,Terri Goon,233
2171907637,1432.0,834,City of Longmont - City Council Member At-Large,Sean P. McCoy,333
2171907637,1432.0,834,City of Longmont - City Council Member At-Large,Steve Altschuler,242
2171907637,1432.0,834,City of Longmont - City Council Member At-Large,Beka Venturella,144
2171907637,1432.0,834,City of Longmont - Council Member Ward 1,Nia Wassink,207
2171907637,1432.0,834,City of Longmont - Council Member Ward 1,Diane Crist,337
2171907637,1432.0,834,City of Longmont - Council Member Ward 1,Harrison Earl,168
2171907637,1432.0,834,City of Longmont Municipal Court Judge - Frick,Yes,462
2171907637,1432.0,834,City of Longmont Municipal Court Judge - Frick,No,188
2171907637,1432.0,834,Proposition HH (Statutory),Yes,365
2171907637,1432.0,834,Proposition HH (Statutory),No,461
2171907637,1432.0,834,Proposition II (Statutory),Yes,597
2171907637,1432.0,834,Proposition II (Statutory),No,224
2171907637,1432.0,834,Boulder County Ballot Issue 1A,Yes,544
2171907637,1432.0,834,Boulder County Ballot Issue 1A,No,280
2171907637,1432.0,834,Boulder County Ballot Issue 1B,Yes,471
2171907637,1432.0,834,Boulder County Ballot Issue 1B,No,352
2171907637,1432.0,834,City of Longmont Ballot Issue 3C,Yes,196
2171907637,1432.0,834,City of Longmont Ballot Issue 3C,No,631
2171907637,1432.0,834,City of Longmont Ballot Issue 3D,Yes,214
2171907637,1432.0,834,City of Longmont Ballot Issue 3D,No,615
2171907637,1432.0,834,City of Longmont Ballot Issue 3E,Yes,190
2171907637,1432.0,834,City of Longmont Ballot Issue 3E,No,638
2171107638,1012.0,569,City of Longmont - Mayor,Ethan Augreen,72
2171107638,1012.0,569,City of Longmont - Mayor,Joan Peck,296
2171107638,1012.0,569,City of Longmont - Mayor,Terri Goon,160
2171107638,1012.0,569,City of Longmont - City Council Member At-Large,Sean P. McCoy,218
2171107638,1012.0,569,City of Longmont - City Council Member At-Large,Steve Altschuler,197
2171107638,1012.0,569,City of Longmont - City Council Member At-Large,Beka Venturella,94
2171107638,1012.0,569,City of Longmont - Council Member Ward 1,Nia Wassink,134
2171107638,1012.0,569,City of Longmont - Council Member Ward 1,Diane Crist,216
2171107638,1012.0,569,City of Longmont - Council Member Ward 1,Harrison Earl,143
2171107638,1012.0,569,City of Longmont Municipal Court Judge - Frick,Yes,329
2171107638,1012.0,569,City of Longmont Municipal Court Judge - Frick,No,146
2171107638,1012.0,569,Proposition HH (Statutory),Yes,239
2171107638,1012.0,569,Proposition HH (Statutory),No,325
2171107638,1012.0,569,Proposition II (Statutory),Yes,413
2171107638,1012.0,569,Proposition II (Statutory),No,151
2171107638,1012.0,569,Boulder County Ballot Issue 1A,Yes,380
2171107638,1012.0,569,Boulder County Ballot Issue 1A,No,184
2171107638,1012.0,569,Boulder County Ballot Issue 1B,Yes,314
2171107638,1012.0,569,Boulder County Ballot Issue 1B,No,248
2171107638,1012.0,569,City of Longmont Ballot Issue 3C,Yes,184
2171107638,1012.0,569,City of Longmont Ballot Issue 3C,No,380
2171107638,1012.0,569,City of Longmont Ballot Issue 3D,Yes,181
2171107638,1012.0,569,City of Longmont Ballot Issue 3D,No,383
2171107638,1012.0,569,City of Longmont Ballot Issue 3E,Yes,166
2171107638,1012.0,569,City of Longmont Ballot Issue 3E,No,398
2171107639,944.0,452,City of Longmont - Mayor,Ethan Augreen,41
2171107639,944.0,452,City of Longmont - Mayor,Joan Peck,244
2171107639,944.0,452,City of Longmont - Mayor,Terri Goon,144
2171107639,944.0,452,City of Longmont - City Council Member At-Large,Sean P. McCoy,188
2171107639,944.0,452,City of Longmont - City Council Member At-Large,Steve Altschuler,143
2171107639,944.0,452,City of Longmont - City Council Member At-Large,Beka Venturella,83
2171107639,944.0,452,City of Longmont - Council Member Ward 1,Nia Wassink,121
2171107639,944.0,452,City of Longmont - Council Member Ward 1,Diane Crist,191
2171107639,944.0,452,City of Longmont - Council Member Ward 1,Harrison Earl,101
2171107639,944.0,452,City of Longmont Municipal Court Judge - Frick,Yes,275
2171107639,944.0,452,City of Longmont Municipal Court Judge - Frick,No,108
2171107639,944.0,452,Proposition HH (Statutory),Yes,215
2171107639,944.0,452,Proposition HH (Statutory),No,234
2171107639,944.0,452,Proposition II (Statutory),Yes,327
2171107639,944.0,452,Proposition II (Statutory),No,120
2171107639,944.0,452,Boulder County Ballot Issue 1A,Yes,306
2171107639,944.0,452,Boulder County Ballot Issue 1A,No,142
2171107639,944.0,452,Boulder County Ballot Issue 1B,Yes,261
2171107639,944.0,452,Boulder County Ballot Issue 1B,No,185
2171107639,944.0,452,City of Longmont Ballot Issue 3C,Yes,116
2171107639,944.0,452,City of Longmont Ballot Issue 3C,No,329
2171107639,944.0,452,City of Longmont Ballot Issue 3D,Yes,110
2171107639,944.0,452,City of Longmont Ballot Issue 3D,No,336
2171107639,944.0,452,City of Longmont Ballot Issue 3E,Yes,95
2171107639,944.0,452,City of Longmont Ballot Issue 3E,No,351
2171107640,1015.0,334,City of Longmont - Mayor,Ethan Augreen,68
2171107640,1015.0,334,City of Longmont - Mayor,Joan Peck,187
2171107640,1015.0,334,City of Longmont - Mayor,Terri Goon,55
2171107640,1015.0,334,City of Longmont - City Council Member At-Large,Sean P. McCoy,148
2171107640,1015.0,334,City of Longmont - City Council Member At-Large,Steve Altschuler,76
2171107640,1015.0,334,City of Longmont - City Council Member At-Large,Beka Venturella,83
2171107640,1015.0,334,City of Longmont - Council Member Ward 1,Nia Wassink,108
2171107640,1015.0,334,City of Longmont - Council Member Ward 1,Diane Crist,93
2171107640,1015.0,334,City of Longmont - Council Member Ward 1,Harrison Earl,98
2171107640,1015.0,334,City of Longmont Municipal Court Judge - Frick,Yes,179
2171107640,1015.0,334,City of Longmont Municipal Court Judge - Frick,No,102
2171107640,1015.0,334,Proposition HH (Statutory),Yes,168
2171107640,1015.0,334,Proposition HH (Statutory),No,163
2171107640,1015.0,334,Proposition II (Statutory),Yes,259
2171107640,1015.0,334,Proposition II (Statutory),No,69
2171107640,1015.0,334,Boulder County Ballot Issue 1A,Yes,236
2171107640,1015.0,334,Boulder County Ballot Issue 1A,No,91
2171107640,1015.0,334,Boulder County Ballot Issue 1B,Yes,216
2171107640,1015.0,334,Boulder County Ballot Issue 1B,No,113
2171107640,1015.0,334,City of Longmont Ballot Issue 3C,Yes,110
2171107640,1015.0,334,City of Longmont Ballot Issue 3C,No,222
2171107640,1015.0,334,City of Longmont Ballot Issue 3D,Yes,92
2171107640,1015.0,334,City of Longmont Ballot Issue 3D,No,238
2171107640,1015.0,334,City of Longmont Ballot Issue 3E,Yes,94
2171107640,1015.0,334,City of Longmont Ballot Issue 3E,No,235
2171107641,897.0,387,City of Longmont - Mayor,Ethan Augreen,59
2171107641,897.0,387,City of Longmont - Mayor,Joan Peck,197
2171107641,897.0,387,City of Longmont - Mayor,Terri Goon,96
2171107641,897.0,387,City of Longmont - City Council Member At-Large,Sean P. McCoy,177
2171107641,897.0,387,City of Longmont - City Council Member At-Large,Steve Altschuler,101
2171107641,897.0,387,City of Longmont - City Council Member At-Large,Beka Venturella,65
2171107641,897.0,387,City of Longmont - Council Member Ward 3,Ron Gallegos,59
2171107641,897.0,387,City of Longmont - Council Member Ward 3,Gary Hodges,119
2171107641,897.0,387,City of Longmont - Council Member Ward 3,Susie Hidalgo-Fahring,145
2171107641,897.0,387,City of Longmont - Council Member Ward 3,Spencer Adams,21
2171107641,897.0,387,City of Longmont Municipal Court Judge - Frick,Yes,219
2171107641,897.0,387,City of Longmont Municipal Court Judge - Frick,No,115
2171107641,897.0,387,Proposition HH (Statutory),Yes,177
2171107641,897.0,387,Proposition HH (Statutory),No,209
2171107641,897.0,387,Proposition II (Statutory),Yes,257
2171107641,897.0,387,Proposition II (Statutory),No,129
2171107641,897.0,387,Boulder County Ballot Issue 1A,Yes,268
2171107641,897.0,387,Boulder County Ballot Issue 1A,No,117
2171107641,897.0,387,Boulder County Ballot Issue 1B,Yes,229
2171107641,897.0,387,Boulder County Ballot Issue 1B,No,155
2171107641,897.0,387,City of Longmont Ballot Issue 3C,Yes,96
2171107641,897.0,387,City of Longmont Ballot Issue 3C,No,289
2171107641,897.0,387,City of Longmont Ballot Issue 3D,Yes,86
2171107641,897.0,387,City of Longmont Ballot Issue 3D,No,300
2171107641,897.0,387,City of Longmont Ballot Issue 3E,Yes,79
2171107641,897.0,387,City of Longmont Ballot Issue 3E,No,307
2171107642,1314.0,669,City of Longmont - Mayor,Ethan Augreen,84
2171107642,1314.0,669,City of Longmont - Mayor,Joan Peck,386
2171107642,1314.0,669,City of Longmont - Mayor,Terri Goon,154
2171107642,1314.0,669,City of Longmont - City Council Member At-Large,Sean P. McCoy,298
2171107642,1314.0,669,City of Longmont - City Council Member At-Large,Steve Altschuler,176
2171107642,1314.0,669,City of Longmont - City Council Member At-Large,Beka Venturella,135
2171107642,1314.0,669,City of Longmont - Council Member Ward 3,Ron Gallegos,117
2171107642,1314.0,669,City of Longmont - Council Member Ward 3,Gary Hodges,199
2171107642,1314.0,669,City of Longmont - Council Member Ward 3,Susie Hidalgo-Fahring,260
2171107642,1314.0,669,City of Longmont - Council Member Ward 3,Spencer Adams,29
2171107642,1314.0,669,City of Longmont Municipal Court Judge - Frick,Yes,379
2171107642,1314.0,669,City of Longmont Municipal Court Judge - Frick,No,193
2171107642,1314.0,700,Proposition HH (Statutory),Yes,347
2171107642,1314.0,700,Proposition HH (Statutory),No,340
2171107642,1314.0,700,Proposition II (Statutory),Yes,503
2171107642,1314.0,700,Proposition II (Statutory),No,188
2171107642,1314.0,700,Boulder County Ballot Issue 1A,Yes,484
2171107642,1314.0,700,Boulder County Ballot Issue 1A,No,201
2171107642,1314.0,700,Boulder County Ballot Issue 1B,Yes,433
2171107642,1314.0,700,Boulder County Ballot Issue 1B,No,249
2171107642,1314.0,669,City of Longmont Ballot Issue 3C,Yes,229
2171107642,1314.0,669,City of Longmont Ballot Issue 3C,No,427
2171107642,1314.0,669,City of Longmont Ballot Issue 3D,Yes,205
2171107642,1314.0,669,City of Longmont Ballot Issue 3D,No,450
2171107642,1314.0,669,City of Longmont Ballot Issue 3E,Yes,181
2171107642,1314.0,669,City of Longmont Ballot Issue 3E,No,473
2171107643,855.0,448,City of Longmont - Mayor,Ethan Augreen,51
2171107643,855.0,448,City of Longmont - Mayor,Joan Peck,261
2171107643,855.0,448,City of Longmont - Mayor,Terri Goon,112
2171107643,855.0,448,City of Longmont - City Council Member At-Large,Sean P. McCoy,197
2171107643,855.0,448,City of Longmont - City Council Member At-Large,Steve Altschuler,122
2171107643,855.0,448,City of Longmont - City Council Member At-Large,Beka Venturella,91
2171107643,855.0,448,City of Longmont - Council Member Ward 3,Ron Gallegos,69
2171107643,855.0,448,City of Longmont - Council Member Ward 3,Gary Hodges,136
2171107643,855.0,448,City of Longmont - Council Member Ward 3,Susie Hidalgo-Fahring,187
2171107643,855.0,448,City of Longmont - Council Member Ward 3,Spencer Adams,22
2171107643,855.0,448,City of Longmont Municipal Court Judge - Frick,Yes,262
2171107643,855.0,448,City of Longmont Municipal Court Judge - Frick,No,117
2171107643,855.0,448,Proposition HH (Statutory),Yes,209
2171107643,855.0,448,Proposition HH (Statutory),No,231
2171107643,855.0,448,Proposition II (Statutory),Yes,317
2171107643,855.0,448,Proposition II (Statutory),No,123
2171107643,855.0,448,Boulder County Ballot Issue 1A,Yes,306
2171107643,855.0,448,Boulder County Ballot Issue 1A,No,137
2171107643,855.0,448,Boulder County Ballot Issue 1B,Yes,285
2171107643,855.0,448,Boulder County Ballot Issue 1B,No,158
2171107643,855.0,448,City of Longmont Ballot Issue 3C,Yes,142
2171107643,855.0,448,City of Longmont Ballot Issue 3C,No,302
2171107643,855.0,448,City of Longmont Ballot Issue 3D,Yes,136
2171107643,855.0,448,City of Longmont Ballot Issue 3D,No,308
2171107643,855.0,448,City of Longmont Ballot Issue 3E,Yes,135
2171107643,855.0,448,City of Longmont Ballot Issue 3E,No,307
2171107644,859.0,520,City of Longmont - Mayor,Ethan Augreen,59
2171107644,859.0,520,City of Longmont - Mayor,Joan Peck,288
2171107644,859.0,520,City of Longmont - Mayor,Terri Goon,147
2171107644,859.0,520,City of Longmont - City Council Member At-Large,Sean P. McCoy,217
2171107644,859.0,520,City of Longmont - City Council Member At-Large,Steve Altschuler,171
2171107644,859.0,520,City of Longmont - City Council Member At-Large,Beka Venturella,94
2171107644,859.0,520,City of Longmont - Council Member Ward 3,Ron Gallegos,44
2171107644,859.0,520,City of Longmont - Council Member Ward 3,Gary Hodges,198
2171107644,859.0,520,City of Longmont - Council Member Ward 3,Susie Hidalgo-Fahring,224
2171107644,859.0,520,City of Longmont - Council Member Ward 3,Spencer Adams,26
2171107644,859.0,520,City of Longmont Municipal Court Judge - Frick,Yes,316
2171107644,859.0,520,City of Longmont Municipal Court Judge - Frick,No,131
2171107644,859.0,520,Proposition HH (Statutory),Yes,241
2171107644,859.0,520,Proposition HH (Statutory),No,275
2171107644,859.0,520,Proposition II (Statutory),Yes,369
2171107644,859.0,520,Proposition II (Statutory),No,147
2171107644,859.0,520,Boulder County Ballot Issue 1A,Yes,346
2171107644,859.0,520,Boulder County Ballot Issue 1A,No,167
2171107644,859.0,520,Boulder County Ballot Issue 1B,Yes,300
2171107644,859.0,520,Boulder County Ballot Issue 1B,No,215
2171107644,859.0,520,City of Longmont Ballot Issue 3C,Yes,174
2171107644,859.0,520,City of Longmont Ballot Issue 3C,No,342
2171107644,859.0,520,City of Longmont Ballot Issue 3D,Yes,173
2171107644,859.0,520,City of Longmont Ballot Issue 3D,No,345
2171107644,859.0,520,City of Longmont Ballot Issue 3E,Yes,170
2171107644,859.0,520,City of Longmont Ballot Issue 3E,No,348
2171107645,1407.0,693,City of Longmont - Mayor,Ethan Augreen,91
2171107645,1407.0,693,City of Longmont - Mayor,Joan Peck,385
2171107645,1407.0,693,City of Longmont - Mayor,Terri Goon,170
2171107645,1407.0,693,City of Longmont - City Council Member At-Large,Sean P. McCoy,314
2171107645,1407.0,693,City of Longmont - City Council Member At-Large,Steve Altschuler,184
2171107645,1407.0,693,City of Longmont - City Council Member At-Large,Beka Venturella,135
2171107645,1407.0,693,City of Longmont - Council Member Ward 3,Ron Gallegos,107
2171107645,1407.0,693,City of Longmont - Council Member Ward 3,Gary Hodges,228
2171107645,1407.0,693,City of Longmont - Council Member Ward 3,Susie Hidalgo-Fahring,255
2171107645,1407.0,693,City of Longmont - Council Member Ward 3,Spencer Adams,32
2171107645,1407.0,693,City of Longmont Municipal Court Judge - Frick,Yes,406
2171107645,1407.0,693,City of Longmont Municipal Court Judge - Frick,No,182
2171107645,1407.0,693,Proposition HH (Statutory),Yes,318
2171107645,1407.0,693,Proposition HH (Statutory),No,366
2171107645,1407.0,693,Proposition II (Statutory),Yes,528
2171107645,1407.0,693,Proposition II (Statutory),No,158
2171107645,1407.0,693,Boulder County Ballot Issue 1A,Yes,507
2171107645,1407.0,693,Boulder County Ballot Issue 1A,No,175
2171107645,1407.0,693,Boulder County Ballot Issue 1B,Yes,457
2171107645,1407.0,693,Boulder County Ballot Issue 1B,No,225
2171107645,1407.0,693,City of Longmont Ballot Issue 3C,Yes,255
2171107645,1407.0,693,City of Longmont Ballot Issue 3C,No,432
2171107645,1407.0,693,City of Longmont Ballot Issue 3D,Yes,247
2171107645,1407.0,693,City of Longmont Ballot Issue 3D,No,438
2171107645,1407.0,693,City of Longmont Ballot Issue 3E,Yes,212
2171107645,1407.0,693,City of Longmont Ballot Issue 3E,No,474
2171107646,749.0,483,City of Longmont - Mayor,Ethan Augreen,65
2171107646,749.0,483,City of Longmont - Mayor,Joan Peck,244
2171107646,749.0,483,City of Longmont - Mayor,Terri Goon,137
2171107646,749.0,483,City of Longmont - City Council Member At-Large,Sean P. McCoy,190
2171107646,749.0,483,City of Longmont - City Council Member At-Large,Steve Altschuler,165
2171107646,749.0,483,City of Longmont - City Council Member At-Large,Beka Venturella,79
2171107646,749.0,483,City of Longmont - Council Member Ward 3,Ron Gallegos,93
2171107646,749.0,483,City of Longmont - Council Member Ward 3,Gary Hodges,172
2171107646,749.0,483,City of Longmont - Council Member Ward 3,Susie Hidalgo-Fahring,146
2171107646,749.0,483,City of Longmont - Council Member Ward 3,Spencer Adams,14
2171107646,749.0,483,City of Longmont Municipal Court Judge - Frick,Yes,279
2171107646,749.0,483,City of Longmont Municipal Court Judge - Frick,No,132
2171107646,749.0,483,Proposition HH (Statutory),Yes,181
2171107646,749.0,483,Proposition HH (Statutory),No,292
2171107646,749.0,483,Proposition II (Statutory),Yes,335
2171107646,749.0,483,Proposition II (Statutory),No,142
2171107646,749.0,483,Boulder County Ballot Issue 1A,Yes,309
2171107646,749.0,483,Boulder County Ballot Issue 1A,No,169
2171107646,749.0,483,Boulder County Ballot Issue 1B,Yes,261
2171107646,749.0,483,Boulder County Ballot Issue 1B,No,215
2171107646,749.0,483,City of Longmont Ballot Issue 3C,Yes,129
2171107646,749.0,483,City of Longmont Ballot Issue 3C,No,349
2171107646,749.0,483,City of Longmont Ballot Issue 3D,Yes,111
2171107646,749.0,483,City of Longmont Ballot Issue 3D,No,367
2171107646,749.0,483,City of Longmont Ballot Issue 3E,Yes,122
2171107646,749.0,483,City of Longmont Ballot Issue 3E,No,360
2171107647,1070.0,465,City of Longmont - Mayor,Ethan Augreen,55
2171107647,1070.0,465,City of Longmont - Mayor,Joan Peck,246
2171107647,1070.0,465,City of Longmont - Mayor,Terri Goon,129
2171107647,1070.0,465,City of Longmont - City Council Member At-Large,Sean P. McCoy,176
2171107647,1070.0,465,City of Longmont - City Council Member At-Large,Steve Altschuler,133
2171107647,1070.0,465,City of Longmont - City Council Member At-Large,Beka Venturella,114
2171107647,1070.0,465,City of Longmont - Council Member Ward 3,Ron Gallegos,77
2171107647,1070.0,465,City of Longmont - Council Member Ward 3,Gary Hodges,180
2171107647,1070.0,465,City of Longmont - Council Member Ward 3,Susie Hidalgo-Fahring,156
2171107647,1070.0,465,City of Longmont - Council Member Ward 3,Spencer Adams,16
2171107647,1070.0,465,City of Longmont Municipal Court Judge - Frick,Yes,235
2171107647,1070.0,465,City of Longmont Municipal Court Judge - Frick,No,151
2171107647,1070.0,465,Proposition HH (Statutory),Yes,211
2171107647,1070.0,465,Proposition HH (Statutory),No,249
2171107647,1070.0,465,Proposition II (Statutory),Yes,323
2171107647,1070.0,465,Proposition II (Statutory),No,135
2171107647,1070.0,465,Boulder County Ballot Issue 1A,Yes,313
2171107647,1070.0,465,Boulder County Ballot Issue 1A,No,145
2171107647,1070.0,465,Boulder County Ballot Issue 1B,Yes,277
2171107647,1070.0,465,Boulder County Ballot Issue 1B,No,180
2171107647,1070.0,465,City of Longmont Ballot Issue 3C,Yes,138
2171107647,1070.0,465,City of Longmont Ballot Issue 3C,No,317
2171107647,1070.0,465,City of Longmont Ballot Issue 3D,Yes,130
2171107647,1070.0,465,City of Longmont Ballot Issue 3D,No,326
2171107647,1070.0,465,City of Longmont Ballot Issue 3E,Yes,115
2171107647,1070.0,465,City of Longmont Ballot Issue 3E,No,340
2171107648,1045.0,576,City of Longmont - Mayor,Ethan Augreen,80
2171107648,1045.0,576,City of Longmont - Mayor,Joan Peck,323
2171107648,1045.0,576,City of Longmont - Mayor,Terri Goon,135
2171107648,1045.0,576,City of Longmont - City Council Member At-Large,Sean P. McCoy,254
2171107648,1045.0,576,City of Longmont - City Council Member At-Large,Steve Altschuler,124
2171107648,1045.0,576,City of Longmont - City Council Member At-Large,Beka Venturella,135
2171107648,1045.0,576,City of Longmont - Council Member Ward 3,Ron Gallegos,145
2171107648,1045.0,576,City of Longmont - Council Member Ward 3,Gary Hodges,166
2171107648,1045.0,576,City of Longmont - Council Member Ward 3,Susie Hidalgo-Fahring,194
2171107648,1045.0,576,City of Longmont - Council Member Ward 3,Spencer Adams,19
2171107648,1045.0,576,City of Longmont Municipal Court Judge - Frick,Yes,318
2171107648,1045.0,576,City of Longmont Municipal Court Judge - Frick,No,172
2171107648,1045.0,576,Proposition HH (Statutory),Yes,290
2171107648,1045.0,576,Proposition HH (Statutory),No,281
2171107648,1045.0,576,Proposition II (Statutory),Yes,429
2171107648,1045.0,576,Proposition II (Statutory),No,143
2171107648,1045.0,576,Boulder County Ballot Issue 1A,Yes,411
2171107648,1045.0,576,Boulder County Ballot Issue 1A,No,157
2171107648,1045.0,576,Boulder County Ballot Issue 1B,Yes,378
2171107648,1045.0,576,Boulder County Ballot Issue 1B,No,191
2171107648,1045.0,576,City of Longmont Ballot Issue 3C,Yes,180
2171107648,1045.0,576,City of Longmont Ballot Issue 3C,No,391
2171107648,1045.0,576,City of Longmont Ballot Issue 3D,Yes,165
2171107648,1045.0,576,City of Longmont Ballot Issue 3D,No,403
2171107648,1045.0,576,City of Longmont Ballot Issue 3E,Yes,134
2171107648,1045.0,576,City of Longmont Ballot Issue 3E,No,435
2171107649,1813.0,749,City of Longmont - Mayor,Ethan Augreen,138
2171107649,1813.0,749,City of Longmont - Mayor,Joan Peck,360
2171107649,1813.0,749,City of Longmont - Mayor,Terri Goon,197
2171107649,1813.0,749,City of Longmont - City Council Member At-Large,Sean P. McCoy,304
2171107649,1813.0,749,City of Longmont - City Council Member At-Large,Steve Altschuler,196
2171107649,1813.0,749,City of Longmont - City Council Member At-Large,Beka Venturella,174
2171107649,1813.0,749,City of Longmont - Council Member Ward 3,Ron Gallegos,108
2171107649,1813.0,749,City of Longmont - Council Member Ward 3,Gary Hodges,288
2171107649,1813.0,749,City of Longmont - Council Member Ward 3,Susie Hidalgo-Fahring,246
2171107649,1813.0,749,City of Longmont - Council Member Ward 3,Spencer Adams,42
2171107649,1813.0,749,City of Longmont Municipal Court Judge - Frick,Yes,399
2171107649,1813.0,749,City of Longmont Municipal Court Judge - Frick,No,247
2171107649,1813.0,749,Proposition HH (Statutory),Yes,327
2171107649,1813.0,749,Proposition HH (Statutory),No,408
2171107649,1813.0,749,Proposition II (Statutory),Yes,529
2171107649,1813.0,749,Proposition II (Statutory),No,211
2171107649,1813.0,749,Boulder County Ballot Issue 1A,Yes,512
2171107649,1813.0,749,Boulder County Ballot Issue 1A,No,226
2171107649,1813.0,749,Boulder County Ballot Issue 1B,Yes,471
2171107649,1813.0,749,Boulder County Ballot Issue 1B,No,264
2171107649,1813.0,749,City of Longmont Ballot Issue 3C,Yes,212
2171107649,1813.0,749,City of Longmont Ballot Issue 3C,No,522
2171107649,1813.0,749,City of Longmont Ballot Issue 3D,Yes,200
2171107649,1813.0,749,City of Longmont Ballot Issue 3D,No,530
2171107649,1813.0,749,City of Longmont Ballot Issue 3E,Yes,175
2171107649,1813.0,749,City of Longmont Ballot Issue 3E,No,556
2171107650,1261.0,475,City of Longmont - Mayor,Ethan Augreen,80
2171107650,1261.0,475,City of Longmont - Mayor,Joan Peck,215
2171107650,1261.0,475,City of Longmont - Mayor,Terri Goon,150
2171107650,1261.0,475,City of Longmont - City Council Member At-Large,Sean P. McCoy,201
2171107650,1261.0,475,City of Longmont - City Council Member At-Large,Steve Altschuler,156
2171107650,1261.0,475,City of Longmont - City Council Member At-Large,Beka Venturella,74
2171107650,1261.0,475,City of Longmont - Council Member Ward 3,Ron Gallegos,66
2171107650,1261.0,475,City of Longmont - Council Member Ward 3,Gary Hodges,224
2171107650,1261.0,475,City of Longmont - Council Member Ward 3,Susie Hidalgo-Fahring,116
2171107650,1261.0,475,City of Longmont - Council Member Ward 3,Spencer Adams,31
2171107650,1261.0,475,City of Longmont Municipal Court Judge - Frick,Yes,271
2171107650,1261.0,475,City of Longmont Municipal Court Judge - Frick,No,147
2171107650,1261.0,475,Proposition HH (Statutory),Yes,181
2171107650,1261.0,475,Proposition HH (Statutory),No,288
2171107650,1261.0,475,Proposition II (Statutory),Yes,299
2171107650,1261.0,475,Proposition II (Statutory),No,167
2171107650,1261.0,475,Boulder County Ballot Issue 1A,Yes,274
2171107650,1261.0,475,Boulder County Ballot Issue 1A,No,186
2171107650,1261.0,475,Boulder County Ballot Issue 1B,Yes,269
2171107650,1261.0,475,Boulder County Ballot Issue 1B,No,199
2171107650,1261.0,475,City of Longmont Ballot Issue 3C,Yes,103
2171107650,1261.0,475,City of Longmont Ballot Issue 3C,No,360
2171107650,1261.0,475,City of Longmont Ballot Issue 3D,Yes,97
2171107650,1261.0,475,City of Longmont Ballot Issue 3D,No,364
2171107650,1261.0,475,City of Longmont Ballot Issue 3E,Yes,103
2171107650,1261.0,475,City of Longmont Ballot Issue 3E,No,361
2171107651,2050.0,1154,City of Longmont - Mayor,Ethan Augreen,155
2171107651,2050.0,1154,City of Longmont - Mayor,Joan Peck,624
2171107651,2050.0,1154,City of Longmont - Mayor,Terri Goon,291
2171107651,2050.0,1154,City of Longmont - City Council Member At-Large,Sean P. McCoy,455
2171107651,2050.0,1154,City of Longmont - City Council Member At-Large,Steve Altschuler,337
2171107651,2050.0,1154,City of Longmont - City Council Member At-Large,Beka Venturella,244
2171107651,2050.0,1154,City of Longmont - Council Member Ward 1,Nia Wassink,244
2171107651,2050.0,1154,City of Longmont - Council Member Ward 1,Diane Crist,467
2171107651,2050.0,1154,City of Longmont - Council Member Ward 1,Harrison Earl,295
2171107651,2050.0,1154,City of Longmont Municipal Court Judge - Frick,Yes,670
2171107651,2050.0,1154,City of Longmont Municipal Court Judge - Frick,No,313
2171107651,2050.0,1154,Proposition HH (Statutory),Yes,577
2171107651,2050.0,1154,Proposition HH (Statutory),No,556
2171107651,2050.0,1154,Proposition II (Statutory),Yes,904
2171107651,2050.0,1154,Proposition II (Statutory),No,232
2171107651,2050.0,1154,Boulder County Ballot Issue 1A,Yes,871
2171107651,2050.0,1154,Boulder County Ballot Issue 1A,No,263
2171107651,2050.0,1154,Boulder County Ballot Issue 1B,Yes,742
2171107651,2050.0,1154,Boulder County Ballot Issue 1B,No,390
2171107651,2050.0,1154,City of Longmont Ballot Issue 3C,Yes,357
2171107651,2050.0,1154,City of Longmont Ballot Issue 3C,No,779
2171107651,2050.0,1154,City of Longmont Ballot Issue 3D,Yes,355
2171107651,2050.0,1154,City of Longmont Ballot Issue 3D,No,789
2171107651,2050.0,1154,City of Longmont Ballot Issue 3E,Yes,308
2171107651,2050.0,1154,City of Longmont Ballot Issue 3E,No,826
2151207700,1280.0,810,Proposition HH (Statutory),Yes,411
2151207700,1280.0,810,Proposition HH (Statutory),No,397
2151207700,1280.0,810,Proposition II (Statutory),Yes,584
